published_utc,title,url,source,lang,company,ticker,event_type,confidence
20260721T034500Z,"Canadian Reviewer - Reviews , News and Opinion with a Canadian Perspective",https://www.canadianreviewer.com/cr/?currentPage=4907,,English,Apple Inc,AAPL,unknown,0.9
20260720T090000Z,U . S . Supreme Court Will Consider Challenge To Contempt Order In Federal Antitrust And Unfair Competition Case,https://www.mondaq.com:443/unitedstates/antitrust-eu-competition/1819704/us-supreme-court-will-consider-challenge-to-contempt-order-in-federal-antitrust-and-unfair-competition-case,,English,Apple Inc,AAPL,unknown,0.9
20260720T060000Z,Apple in Early Settlement Talks With DOJ Over Antitrust Case,https://www.claimsjournal.com/news/national/2026/07/20/338902.htm,,English,Apple Inc,AAPL,unknown,0.9
20260718T133000Z,Apple Makes Multiple Settlement Offers To DOJ To End 2024 iPhone Antitrust Lawsuit,https://techstory.in/apple-makes-multiple-settlement-offers-to-doj-to-end-2024-iphone-antitrust-lawsuit/,,English,Apple Inc,AAPL,negative,0.9
20260718T081500Z,Chip stocks slide into bear market in AI unwind : Markets wrap,https://www.thehindubusinessline.com/markets/chip-stocks-slide-into-bear-market-in-ai-unwind-markets-wrap/article71237248.ece,,English,Apple Inc,AAPL,positive,0.9
20260718T050000Z,Apple cites paused securities fraud case in bid to halt Epic proceedings,https://9to5mac.com/2026/07/17/apple-cites-paused-securities-fraud-case-in-bid-to-halt-epic-proceedings/,,English,Apple Inc,AAPL,unknown,0.9
20260717T180000Z,Apple in early settlement talks with US Justice Dept over antitrust case,https://www.moneycontrol.com/news/business/apple-in-early-settlement-talks-with-us-justice-dept-over-antitrust-case-13977128.html,,English,Apple Inc,AAPL,unknown,0.9
20260717T164500Z,FINA - lly : A New ESG ETF Joins Fidelity ETF Leaderboard,https://www.etftrends.com/equity-etf-content-hub/fina-new-esg-etf-fidelity-etf-leaderboard/,,English,Apple Inc,AAPL,positive,0.9
20260716T231500Z,New Lawsuit Filed Against Apple for  Hide My Email  Privacy Vulnerability,https://www.cnet.com/tech/services-and-software/new-lawsuit-filed-against-apple-hide-my-email-privacy-flaw/,,English,Apple Inc,AAPL,negative,0.9
20260716T084500Z,Another Major Source Confirms OnePlus is Shutting Down Outside China,https://propakistani.pk/2026/07/16/another-major-source-confirms-oneplus-is-shutting-down-outside-china/,,English,Apple Inc,AAPL,unknown,0.9
20260716T061500Z,"OnePlus , once popular with tech fans , to pull out of US and Europe",https://www.thehindubusinessline.com/info-tech/oneplus-to-pull-out-of-us-and-europe/article71228576.ece,,English,Apple Inc,AAPL,unknown,0.9
20260716T061500Z,"OnePlus , once popular with tech fans , to pull out of US and Europe",https://telecom.economictimes.indiatimes.com/news/devices/oneplus-once-popular-with-tech-fans-to-pull-out-of-us-and-europe/132427857,,English,Apple Inc,AAPL,unknown,0.9
20260716T034500Z,"Canadian Reviewer - Reviews , News and Opinion with a Canadian Perspective",https://www.canadianreviewer.com/cr/?currentPage=4906,,English,Apple Inc,AAPL,unknown,0.9
20260716T011500Z,Trump $6 . 1 Billion Portfolio Revealed : From Trump Media ( NASDAQ : DJT ) To Blackstone ( NYSE : BX ) ,https://www.foreignpolicyjournal.com/2026/07/15/trumps-6-1-billion-portfolio-revealed-from-trump-media-nasdaq-djt-to-blackstone-nyse-bx/,,English,Apple Inc,AAPL,unknown,0.9
20260715T230000Z,Apple - OpenAI Talks Broke Down After Lawyer Email Mix - Up,https://www.finanznachrichten.de/nachrichten-2026-07/69040518-apple-openai-talks-broke-down-after-lawyer-s-email-mix-up-020.htm,,English,Apple Inc,AAPL,unknown,0.9
20260715T173000Z,"OnePlus , once popular with tech fans , to pull out of US and Europe",https://economictimes.indiatimes.com/industry/cons-products/electronics/oneplus-once-popular-with-tech-fans-to-pull-out-of-us-and-europe/articleshow/132421283.cms,,English,Apple Inc,AAPL,unknown,0.9
20260715T163000Z,Apple Stock Climbs Sharply on AI Momentum and Strong Market Sentiment Ahead of Earnings,https://www.ibtimes.com.au/apples-stock-surge-ai-integration-services-growth-1872373,,English,Apple Inc,AAPL,unknown,0.9
20260715T130000Z,Trends In Third - Party Litigation Funding : A Cross - Jurisdictional Analysis,https://www.mondaq.com:443/unitedstates/court-procedure/1817644/trends-in-third-party-litigation-funding-a-cross-jurisdictional-analysis,,English,Apple Inc,AAPL,unknown,0.9
20260715T111500Z,Y Intercept Hong Kong Ltd Decreases Stock Position in Apple Inc . $AAPL,https://www.dailypolitical.com/2026/07/15/y-intercept-hong-kong-ltd-decreases-stock-position-in-apple-inc-aapl.html,,English,Apple Inc,AAPL,unknown,0.9
20260715T074500Z,Financial Plan Inc . Has $5 . 71 Million Holdings in Apple Inc . $AAPL,https://www.dailypolitical.com/2026/07/15/financial-plan-inc-has-5-71-million-holdings-in-apple-inc-aapl.html,,English,Apple Inc,AAPL,unknown,0.9
20260715T064500Z,"OpenAI first device will be movable , screenless speaker built as AI companion",https://www.thestar.com.my/tech/tech-news/2026/07/15/openais-first-device-will-be-movable-screenless-speaker-built-as-ai-companion,,English,Apple Inc,AAPL,unknown,0.9
20260714T114500Z,Heritage Investors Management Corp Has $175 . 50 Million Stock Holdings in Apple Inc . $AAPL,https://www.dailypolitical.com/2026/07/14/heritage-investors-management-corp-has-175-50-million-stock-holdings-in-apple-inc-aapl.html,,English,Apple Inc,AAPL,unknown,0.9
20260714T111500Z,"SoftBank Son says AI will need $6 . 4t per year by 2040 , dismisses bubble talk",https://www.asiaone.com/asia/softbanks-son-says-ai-will-need-64t-year-2040-dismisses-bubble-talk,,English,Apple Inc,AAPL,unknown,0.9
20260721T064500Z,"2026 - 07 - 21 | MSFT LAWSUIT ALERT : Levi & Korsinsky Notifies Microsoft Corporation Investors - Lead Plaintiff Deadline August 11 , 2026 | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/21/msft-lawsuit-alert-levi-korsinsky-notifies-microsoft-corporation-investors-lead,,English,Microsoft Corporation,MSFT,negative,0.9
20260721T064500Z,"2026 - 07 - 21 | Class Action Lawsuit Alert : Levi & Korsinsky Reminds Microsoft Corporation ( MSFT ) Investors of August 11 , 2026 Deadline | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/21/class-action-lawsuit-alert-levi-korsinsky-reminds-microsoft-corporation-msft,,English,Microsoft Corporation,MSFT,negative,0.9
20260721T040000Z,Securities Lawsuit Alert : Microsoft Corporation ( MSFT ) – Contact Levi ... ,https://www.pr-inside.com/securities-lawsuit-alert-microsoft-corporation-msft-contact-levi-r5203129.htm,,English,Microsoft Corporation,MSFT,negative,0.9
20260720T231500Z,MSFT Investors Have Opportunity to Lead Microsoft Corporation Securities Fraud Lawsuit,http://www.prnewswire.com/news-releases/msft-investors-have-opportunity-to-lead-microsoft-corporation-securities-fraud-lawsuit-302830036.html,,English,Microsoft Corporation,MSFT,negative,0.9
20260720T041500Z,Lost Money on Microsoft Corporation ( MSFT )? Contact Levi & Korsinsky ... ,https://www.pr-inside.com/lost-money-on-microsoft-corporation-msft-contact-levi-korsinsky-r5202736.htm,,English,Microsoft Corporation,MSFT,unknown,0.9
20260719T223000Z,2026 - 07 - 19 | Pomerantz LLP Issues Alert Regarding Shareholder Class Action Against Microsoft Corporation - MSFT | TSX : MSFT,https://stockhouse.com/news/press-releases/2026/07/19/pomerantz-llp-issues-alert-regarding-shareholder-class-action-against-microsoft,,English,Microsoft Corporation,MSFT,unknown,0.9
20260719T173000Z,"2026 - 07 - 19 | Bronstein , Gewirtz & Grossman LLC Urges Microsoft Corporation Investors to Act : Class Action Filed Alleging Investor Harm | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/19/bronstein-gewirtz-grossman-llc-urges-microsoft-corporation-investors-to-act,,English,Microsoft Corporation,MSFT,unknown,0.9
20260719T173000Z,2026 - 07 - 19 | Pomerantz LLP Issues Reminder to Investors in Microsoft Corporation of Class Action Lawsuit - MSFT | TSX : MSFT,https://stockhouse.com/news/press-releases/2026/07/19/pomerantz-llp-issues-reminder-to-investors-in-microsoft-corporation-of-class,,English,Microsoft Corporation,MSFT,negative,0.9
20260719T173000Z,"2026 - 07 - 19 | Contact Levi & Korsinsky by August 11 , 2026 to Join Class Action Against Microsoft Corporation ( MSFT ) | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/19/contact-levi-korsinsky-by-august-11-2026-to-join-class-action-against-microsoft,,English,Microsoft Corporation,MSFT,unknown,0.9
20260719T050000Z,"ROSEN , LEADING INVESTOR COUNSEL , Encourages Microsoft Investors to Secure Counsel Before Important Deadline in Securities Class Action - MSFT",https://www.wallstreet-online.de/nachricht/21125422-rosen-leading-investor-counsel-encourages-microsoft-investors-to-secure-counsel-before-deadline-securities-class-action-msft,,English,Microsoft Corporation,MSFT,unknown,0.9
20260719T000000Z,2026 - 07 - 18 | Pomerantz LLP Informs Shareholders of Securities Class Action Filing Against Microsoft Corporation - MSFT | TSX : MSFT,https://stockhouse.com/news/press-releases/2026/07/18/pomerantz-llp-informs-shareholders-of-securities-class-action-filing-agains1,,English,Microsoft Corporation,MSFT,unknown,0.9
20260719T000000Z,"2026 - 07 - 18 | Microsoft Corporation ( MSFT ) Lawsuit - Investors Urged to Contact Levi & Korsinsky Before August 11 , 2026 | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/18/microsoft-corporation-msft-lawsuit-investors-urged-to-contact-levi-korsinsky,,English,Microsoft Corporation,MSFT,negative,0.9
20260718T201500Z,"2026 - 07 - 18 | ROSEN , NATIONAL INVESTOR COUNSEL , Encourages Microsoft Investors to Secure Counsel Before Important Deadline in Securities Class Action - MSFT | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/18/rosen-national-investor-counsel-encourages-microsoft-investors-to-secure-counsel,,English,Microsoft Corporation,MSFT,unknown,0.9
20260718T170000Z,"ROSEN , NATIONAL INVESTOR COUNSEL , Encourages Microsoft Investors to ... ",https://www.pr-inside.com/rosen-national-investor-counsel-encourages-microsoft-investors-to-r5202356.htm,,English,Microsoft Corporation,MSFT,unknown,0.9
20260718T164500Z,2026 - 07 - 18 | Pomerantz LLP Issues Reminder to Investors in Microsoft Corporation of Class Action Filing - MSFT | TSX : MSFT,https://stockhouse.com/news/press-releases/2026/07/18/pomerantz-llp-issues-reminder-to-investors-in-microsoft-corporation-of-class,,English,Microsoft Corporation,MSFT,unknown,0.9
20260718T133000Z,2026 - 07 - 18 | $MSFT Loss Reminder : Lose Money on Your Microsoft Investment After The Stock Dropped 10 %? Securities Class Action Lawsuit is Pending | TSX : MSFT,https://stockhouse.com/news/press-releases/2026/07/18/msft-loss-reminder-lose-money-on-your-microsoft-investment-after-the-stock,,English,Microsoft Corporation,MSFT,negative,0.9
20260718T113000Z,$MSFT Loss Reminder : Lose Money on Your Microsoft Investment After ... ,https://www.pr-inside.com/msft-loss-reminder-lose-money-on-your-microsoft-investment-after-r5202305.htm,,English,Microsoft Corporation,MSFT,unknown,0.9
20260718T031500Z,"Microsoft Investigation Initiated : Kahn Swick & Foti , LLC Investigates the Officers and Directors of Microsoft Corporation",http://www.prnewswire.com/news-releases/microsoft-investigation-initiated-kahn-swick--foti-llc-investigates-the-officers-and-directors-of-microsoft-corporation---msft-302828889.html,,English,Microsoft Corporation,MSFT,unknown,0.9
20260718T030000Z,"2026 - 07 - 17 | ROSEN , RECOGNIZED INVESTOR COUNSEL , Encourages Microsoft Investors to Secure Counsel Before Important Deadline in Securities Class Action - MSFT | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/17/rosen-recognized-investor-counsel-encourages-microsoft-investors-to-secure,,English,Microsoft Corporation,MSFT,unknown,0.9
20260717T223000Z,2026 - 07 - 17 | Pomerantz LLP Informs Shareholders of Securities Class Action Against Microsoft Corporation - MSFT | TSX : MSFT,https://stockhouse.com/news/press-releases/2026/07/17/pomerantz-llp-informs-shareholders-of-securities-class-action-against-microsoft,,English,Microsoft Corporation,MSFT,unknown,0.9
20260717T004500Z,"2026 - 07 - 16 | Join Class Action to Recover Losses From Microsoft Corporation ( MSFT ) - Contact Levi & Korsinsky Before August 11 , 2026 | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/16/join-class-action-to-recover-losses-from-microsoft-corporation-msft-contact-levi,,English,Microsoft Corporation,MSFT,unknown,0.9
20260717T004500Z,"2026 - 07 - 16 | ROSEN , TOP - RANKED INVESTOR COUNSEL , Encourages Microsoft Investors to Secure Counsel Before Important Deadline in Securities Class Action - MSFT | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/16/rosen-top-ranked-investor-counsel-encourages-microsoft-investors-to-secure,,English,Microsoft Corporation,MSFT,unknown,0.9
20260716T210000Z,$MSFT Securities Reminder : Microsoft Investors Are Alerted to The Upcoming ... ,https://www.pr-inside.com/msft-securities-reminder-microsoft-investors-are-alerted-to-the-upcoming-r5201862.htm,,English,Microsoft Corporation,MSFT,unknown,0.9
20260716T203000Z,Microsoft Corporation ( MSFT ) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit,http://www.prnewswire.com/news-releases/microsoft-corporation-msft-shareholders-who-lost-money-have-opportunity-to-lead-securities-fraud-lawsuit-302827932.html,,English,Microsoft Corporation,MSFT,negative,0.9
20260716T054500Z,Securities Lawsuit Alert : Microsoft Corporation ( MSFT ) Investors - ... ,https://www.pr-inside.com/securities-lawsuit-alert-microsoft-corporation-msft-investors-r5201579.htm,,English,Microsoft Corporation,MSFT,negative,0.9
20260716T054500Z,Class Action Lawsuit Filed Against Microsoft Corporation ( MSFT ) – Recover ... ,https://www.pr-inside.com/class-action-lawsuit-filed-against-microsoft-corporation-msft-recover-r5201593.htm,,English,Microsoft Corporation,MSFT,negative,0.9
20260716T044500Z,"2026 - 07 - 15 | Class Action Lawsuit Filed Against Microsoft Corporation ( MSFT ) - Recover Losses - Contact Levi & Korsinsky Before August 11 , 2026 | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/15/class-action-lawsuit-filed-against-microsoft-corporation-msft-recover-losses,,English,Microsoft Corporation,MSFT,negative,0.9
20260716T044500Z,"2026 - 07 - 15 | Securities Lawsuit Alert : Microsoft Corporation ( MSFT ) Investors - Contact Levi & Korsinsky Before August 11 , 2026 | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/15/securities-lawsuit-alert-microsoft-corporation-msft-investors-contact-levi,,English,Microsoft Corporation,MSFT,negative,0.9
20260716T020000Z,"ROSEN , TRUSTED INVESTOR COUNSEL , Encourages Microsoft Investors to ... ",https://www.pr-inside.com/rosen-trusted-investor-counsel-encourages-microsoft-investors-to-r5201559.htm,,English,Microsoft Corporation,MSFT,unknown,0.9
20260715T223000Z,MSFT Investors Have Opportunity to Lead Microsoft Corporation Securities Fraud Lawsuit,https://www.prnewswire.com/news-releases/msft-investors-have-opportunity-to-lead-microsoft-corporation-securities-fraud-lawsuit-302826813.html,,English,Microsoft Corporation,MSFT,negative,0.9
20260715T214500Z,Securities Class Action Lawsuit Filed Against Microsoft Corporation ... ,https://www.pr-inside.com/securities-class-action-lawsuit-filed-against-microsoft-corporation-r5201473.htm,,English,Microsoft Corporation,MSFT,negative,0.9
20260715T171500Z,"2026 - 07 - 15 | MSFT ALERT : Securities Fraud Class Action Launched Against Microsoft Corporation - August 11 , 2026 Deadline | TSX : MSFT",https://stockhouse.com/news/press-releases/2026/07/15/msft-alert-securities-fraud-class-action-launched-against-microsoft-corporation,,English,Microsoft Corporation,MSFT,unknown,0.9
20260714T190000Z,Levi & Korsinsky Urges Microsoft Corporation ( MSFT ) Shareholders to ... ,https://www.pr-inside.com/levi-korsinsky-urges-microsoft-corporation-msft-shareholders-to-r5201012.htm,,English,Microsoft Corporation,MSFT,unknown,0.9
20260714T163000Z,Microsoft Corporation ( MSFT ) Shareholders Who Lost Money Have Opportunity to Lead Securities Fraud Lawsuit,https://www.prnewswire.com/news-releases/microsoft-corporation-msft-shareholders-who-lost-money-have-opportunity-to-lead-securities-fraud-lawsuit-302825361.html,,English,Microsoft Corporation,MSFT,negative,0.9
20260721T060000Z,"Trump gutted civil rights agency , stifling investigation into Norfolk BAE Systems – Daily Press",https://www.dailypress.com/2026/07/20/trump-gutted-civil-rights-agency/,,English,Tesla,TSLA,unknown,0.9
20260721T050000Z,"  Completely unfair  push for all NSW power users to fund electric vehicle charging stations , regardless of EV - ownership",https://www.skynews.com.au/business/energy/completely-unfair-energy-users-face-10m-power-bill-sting-to-subsidise-ev-charging-stations-for-wealthy-drivers/news-story/fb8d2e5a11c6b9da5515ba2f3f01a93c?nk=b3fdaec70995269f89d56b8f54601829-1784609200,,English,Tesla,TSLA,unknown,0.9
20260721T044500Z,"EV Sales Increase In Trump Nemesis , The State Of California",https://cleantechnica.com/2026/07/20/ev-sales-california-trump-fails-newsom-laughs/,,English,Tesla,TSLA,unknown,0.9
20260721T031500Z,"Trump gutted civil rights agency , stifling investigation into Norfolk BAE Systems – The Virginian - Pilot",https://www.pilotonline.com/2026/07/20/trump-gutted-civil-rights-agency/,,English,Tesla,TSLA,unknown,0.9
20260721T023000Z,Optimise Media Retains ZEEKR Account,https://www.bandt.com.au/optimise-media-retains-zeekr-account/,,English,Tesla,TSLA,unknown,0.9
20260721T021500Z,New electric and alternative fuel vehicles to be displayed at expo,https://www.wmra.org/2026-07-20/new-electric-and-alternative-fuel-vehicles-to-be-displayed-at-expo,,English,Tesla,TSLA,unknown,0.9
20260721T014500Z,"The Key to Solar and Wind Power Is Battery Storage , and China Is Dominating - Governor Wind Energy Coalition",https://governorswindenergycoalition.org/the-key-to-solar-and-wind-power-is-battery-storage-and-china-is-dominating/,,English,Tesla,TSLA,positive,0.9
20260721T014500Z,"Trump gutted civil rights agency , stifling investigation into Norfolk BAE Systems – Daily Press",https://www.dailypress.com/2026/07/20/trump-gutted-civil-rights-agency-stifling-u-s-scrutiny-of-workplace-bias/,,English,Tesla,TSLA,unknown,0.9
20260721T003000Z,U . S . stocks slide as Middle East conflict escalates - Xinhua,https://english.news.cn/20260721/e2d2601d50654a5a9086eb0779be70ba/c.html,,English,Tesla,TSLA,unknown,0.9
20260721T003000Z,U . S . stocks slide as Middle East conflict escalates - Xinhua,https://english.news.cn/northamerica/20260721/62f6f20f3dd44b49958482c725a2b109/c.html,,English,Tesla,TSLA,unknown,0.9
20260720T230000Z,Trying to buy Bitget Wallet xStocks volume _ Start with this exchange checklist 『 Bitget Invitation Code _ FN1688 』 ode _ FN1688 』 - 链上小能手,https://blog.udn.com:443/74f3a062/191484544,,English,Tesla,TSLA,unknown,0.9
20260720T224500Z,"The New Market Structure , Liquidity Dynamics , & Fragilizers : An Unprecedented Situation With Serious Implications",https://www.zerohedge.com/markets/new-market-structure-liquidity-dynamics-fragilizers-unprecedented-situation-serious,,English,Tesla,TSLA,unknown,0.9
20260720T223000Z,"Trump gutted civil rights agency , stifling investigation into Norfolk BAE Systems – The Virginian - Pilot",https://www.pilotonline.com/2026/07/20/trump-gutted-civil-rights-agency-stifling-u-s-scrutiny-of-workplace-bias/,,English,Tesla,TSLA,unknown,0.9
20260720T174500Z,NewCa . com Documents,https://newca.com/doc/6055,,English,Tesla,TSLA,unknown,0.9
20260720T174500Z,Ahead of Market : 10 things that will decide stock market action on Tuesday,https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-tuesday/articleshow/132519322.cms,,English,Tesla,TSLA,unknown,0.9
20260720T173000Z,Electric vehicles are built different . Australia needs better data to get the most out of the shift,http://www.australiannews.net/news/279198015/electric-vehicles-are-built-different-australia-needs-better-data-to-get-the-most-out-of-the-shift,,English,Tesla,TSLA,unknown,0.9
20260720T170000Z,Electric Vehicle Stocks To Research – July 20th,https://www.tickerreport.com/banking-finance/13509654/electric-vehicle-stocks-to-research-july-20th.html,,English,Tesla,TSLA,unknown,0.9
20260720T164500Z,Electric Vehicle Stocks To Research – July 20th,https://www.dailypolitical.com/2026/07/20/electric-vehicle-stocks-to-research-july-20th.html,,English,Tesla,TSLA,unknown,0.9
20260720T141500Z,Futures Rebound On Fresh Bout Of Iran Optimism As Hyperscaler Earnings Loom,https://www.zerohedge.com/markets/futures-rebound-fresh-bout-iran-optimism-hyperscaler-earnings-loom,,English,Tesla,TSLA,unknown,0.9
20260720T110000Z,Business Brief : Five files to follow this week,https://www.theglobeandmail.com/business/article-business-brief-five-files-to-follow-this-week-25/,,English,Tesla,TSLA,unknown,0.9
20260720T090000Z,Electric vehicles are built different . Australia needs better data to get the most out of the shift,https://theconversation.com/electric-vehicles-are-built-different-australia-needs-better-data-to-get-the-most-out-of-the-shift-287070,,English,Tesla,TSLA,unknown,0.9
20260720T084500Z,Suit Against Paramount Merger Dubbed  Political  - Los Angeles Business Journal,https://labusinessjournal.com/featured/suit-against-paramount-merger-dubbed-political/,,English,Tesla,TSLA,unknown,0.9
20260720T080000Z,Optimise Media retains ZEEKR account,https://www.adnews.com.au/news/optimise-media-retains-zeekr-account,,English,Tesla,TSLA,unknown,0.9
