,AAPL,AMZN,GOOGL,MSFT,TSLA
2024-04-25,0.00514721993680789,-0.016535467634067658,-0.019669624406545738,-0.02449509683576656,0.04965143743002587
2024-04-26,-0.0034727224235122645,0.034260361668536854,0.10224382902638207,0.01824361393747198,-0.011105884774887609
2024-04-29,0.024808150780073257,0.007460258507441919,-0.033730913038137134,-0.010016672162914131,0.1530691710339953
2024-04-30,-0.018271070384766608,-0.03293549122868411,-0.02028288591337346,-0.03211936122875303,-0.05550118063944742
2024-05-01,-0.006047020011961779,0.02285714285714291,0.006634751356788149,0.014409345105322657,-0.017950640048260635
2024-05-02,0.02203174329787405,0.031955314082140474,0.016843586163952873,0.007343011000914057,0.0001110562423569661
2024-05-03,0.05981627099978537,0.008066292135759712,0.003721111639166219,0.02216958592076601,0.006555235656792835
2024-05-06,-0.009106754292359964,0.013371946429286963,0.005142222496565596,0.01691838669284751,0.019703030064167848
2024-05-07,0.0037971098742921594,0.0003179520909595279,0.018738831415406665,-0.010156270943324275,-0.03761635178001177
2024-05-08,0.0018642926114731395,-0.004026247769404412,-0.010919553705713625,0.0029316630073665806,-0.017378079862311324
2024-05-09,0.010014239550325765,0.007978723404255428,0.0034242260884809195,0.004335739203028988,-0.01573946875450305
2024-05-10,-0.006890112907169232,-0.01065965315282813,-0.0077078396559343565,0.005869149227167192,-0.02035238689978358
2024-05-13,0.01764533615911623,-0.004853789332504466,0.0029055712602503725,-0.002459374682254989,0.020300339194899042
2024-05-14,0.006173407155114274,0.002679959159411549,0.007094664811697848,0.0068646017593501085,0.03292805679333921
2024-05-15,0.012217849007231996,-0.005773249525686364,0.012739284962381747,0.017483915099276492,-0.02005067585133169
2024-05-16,0.0006325289256037259,-0.012688857146349708,0.009680511116574975,-0.0049400024807713105,0.004885285464054867
2024-05-17,0.00015809307644754078,0.005826891232250109,0.01079345753844363,-0.0018527333578518546,0.014985188920464187
2024-05-20,0.006162061454278334,-0.006280474722663021,0.004884789743444529,0.012208115551689547,-0.014144086952910362
2024-05-21,0.006857295330487734,-0.0021248741632045043,0.005256450101768895,0.008699020324459683,0.06659050790792542
2024-05-22,-0.007538413406104727,-0.00010914012742568868,-0.008265287824005374,0.0034495421911464597,-0.03478030697150003
2024-05-23,-0.021058053701177193,-0.011358061353112014,-0.016044940872185665,-0.008176180824498336,-0.03536724832380789
2024-05-24,0.016588033111333278,-0.0016570176564539851,0.008297387208182183,0.00740048741804622,0.03165649721483632
2024-05-28,5.2820886480287044e-05,0.007745471073219212,0.008057577637971436,0.0003720440494965338,-0.01389201861667555
2024-05-29,0.0015788722429075364,-0.0007136405620595809,-0.0028345200233110823,-0.0026725633730743104,-0.0031683030189180172
2024-05-30,0.005255123367161385,-0.014833517662161122,-0.02154621164903947,-0.03378604523507722,0.014756744473008343
2024-05-31,0.005018780297274539,-0.016060700229647673,0.0022658560310762077,0.0011093115114915175,-0.003971091681523098
2024-06-03,0.009258676621919593,0.01076849847083472,0.0038840415294287833,-0.003878437397867307,-0.0100517100545634
2024-06-04,0.0016492758440025401,0.00560726713319748,0.003580275090999452,0.006166680346746833,-0.008622094682395387
2024-06-05,0.007820765047055422,0.010817455564965828,0.00932168144546397,0.019083379721954286,0.0013159908560766986
2024-06-06,-0.007096409999643227,0.020520748266509736,0.007525279488892478,0.0012027208159084424,0.01680001395089281
2024-06-07,0.012391991980362782,-0.003783767287795614,-0.012844430113562622,-0.0015781898744815503,-0.0025851787543875737
2024-06-10,-0.01914783646254603,0.014975553234585881,0.004303733550364619,0.009484326365786666,-0.020791089307163446
2024-06-11,0.07264924705230902,0.0009087895389929823,0.009199462053448348,0.01124185080461415,-0.018010183238054034
2024-06-12,0.02857838504879151,-0.0018159287809064173,0.006624404216036162,0.019367724199274683,0.03884911216309472
2024-06-13,0.005491108497031272,-0.016373254687715777,-0.01479273421015237,0.0011789274536186944,0.029217711832219218
2024-06-14,-0.008168477066532231,-0.0009247574783878276,0.009305899772535264,0.0022419223617329287,-0.024442410719736185
2024-06-17,0.01967166948582122,0.002177904217078641,0.0025453038353231427,0.01310528803281863,0.052974598199923895
2024-06-18,-0.01098464746363037,-0.006791263808433312,-0.012130464661268991,-0.0045275233182314745,-0.013764414198944475
2024-06-20,-0.021512809647276865,0.017996874289478493,0.006910837903549849,-0.0014338125301576188,-0.017797215597047833
2024-06-21,-0.010444468504045346,0.01601287280926522,0.018888225850512308,0.009154079436523022,0.00793075466503601
2024-06-24,0.003132713471506232,-0.0185635417434159,-0.0022825475835160924,-0.00469113425933898,-0.0023495584322592578
2024-06-25,0.004468216367088607,0.004149318226444709,0.02683861222653805,0.007326751731721037,0.026125557150967316
2024-06-26,0.019993237604132963,0.03901472799901873,-0.0008150838527638538,0.002683237908468472,0.04814512260377568
2024-06-27,0.003985917536175165,0.0218997235669518,0.008320620600861028,0.0015260026114798375,0.0053470646120412635
2024-06-28,-0.016254111835897977,-0.023249966952787915,-0.017582718510075535,-0.013028674501216364,0.002330091774560339
2024-07-01,0.029104580679812697,0.02043982896891161,0.004611698729684255,0.021881746717016703,0.060541719385108106
2024-07-02,0.016239937467584786,0.014198798656638534,0.012295659837153528,0.005583063061791238,0.10197271435359379
2024-07-03,0.005811073250714394,-0.012050018310546862,0.003131192606589339,0.0032442841342290585,0.06542422054051067
2024-07-05,0.021620295317589466,0.012196992290986808,0.025723752943800582,0.014736259878809888,0.02082067005771515
2024-07-08,0.006538883238900395,-0.0035500335693359197,-0.008237209310950622,-0.0028232656019633318,0.005645666924397386
2024-07-09,0.0037748470851168836,0.0002509059834530092,-0.0002644538929555962,-0.014370238339405983,0.03712336538398886
2024-07-10,0.018803659830536557,0.002257434315787954,0.011641407471786325,0.01460147261250877,0.003545241645880992
2024-07-11,-0.023220950475743907,-0.023724863074531144,-0.029344019952528555,-0.024772088396733727,-0.08444127539962887
2024-07-12,0.013050839834721328,-0.0028710461411536325,-0.0026943437000752635,-0.002529062334068466,0.029871787680814776
2024-07-15,0.016743336666463327,-0.009100746683474936,0.007888811647999816,0.0009039108462056689,0.01776579679334911
2024-07-16,0.001791957838201963,0.0015566783408964557,-0.013992426185960305,-0.009780678993799974,0.015516142251486675
2024-07-17,-0.02529605750854591,-0.02637038381521739,-0.015767741706923077,-0.013347437174009547,-0.031415644041518975
2024-07-18,-0.020534918156473014,-0.022242286163404512,-0.018395642698047943,-0.00710219370501064,0.002937608561525362
2024-07-19,0.0005799933597350204,-0.0033741230867346816,-0.00016881592750606078,-0.007402946833464985,-0.040243947162209914
2024-07-22,-0.0015602987539841129,-0.003167158934036185,0.022571178912991208,0.013337632608150907,0.05146320115237035
2024-07-23,0.004688348716054058,0.021144894800451786,0.0006604701349581799,0.0043121314430654145,-0.020396762498772203
2024-07-24,-0.028754247547165046,-0.029934025650088625,-0.05038779545364247,-0.035854790616936305,-0.12334604589403697
2024-07-25,-0.0048046944490964805,-0.005419431054668911,-0.030991084083507148,-0.02448127055352123,0.01972310939623889
2024-07-26,0.002160991266374035,0.014734466536293178,-0.001673881785233866,0.016419691806193404,-0.0020431189477511102
2024-07-29,0.0012846755779309937,0.003835599716395466,0.015149823943580998,0.0034331822141306922,0.055959976710561854
2024-07-30,0.002566054608175161,-0.008133134602594794,0.004482730614113972,-0.008928478684306795,-0.04084450985365373
2024-07-31,0.014990787577857878,0.029002194810164417,0.007340534926040032,-0.010805772196186392,0.04244907202543402
2024-08-01,-0.01675070665527678,-0.015563100170141508,-0.004547023082612345,-0.002964052527539396,-0.06554059651757449
2024-08-02,0.006869336492536959,-0.0878470841762542,-0.024010318278614218,-0.020665954588242608,-0.042377581921705376
2024-08-05,-0.048166884972566715,-0.04097671157906757,-0.044461615490086315,-0.03265688259800548,-0.04232673647438423
2024-08-06,-0.00974829845868963,0.005651399696776416,-0.006028406229970695,0.011286850290698203,0.008849529684359148
2024-08-07,0.012498226804184887,0.0051874985158653075,0.004106416156317572,-0.002952958683245299,-0.044258397676563366
2024-08-08,0.01663327751399568,0.018615215947435537,0.019441224802190238,0.010692135141604941,0.036921162045623124
2024-08-09,0.013735921405697349,0.00687575011257735,0.010121644486259296,0.008269302074999985,0.005833854775063374
2024-08-12,0.007129995240501286,-0.000838620987187122,-0.008431668529009895,0.001945702784165837,-0.012549972534179665
2024-08-13,0.017193176468027538,0.020563504874259175,0.011522561967373779,0.017698744180074888,0.05235706137163754
2024-08-14,0.002033521669209337,-0.0007636117446156998,-0.0230873153957436,0.006883828883211152,-0.0310349655555765
2024-08-15,0.013530708836995586,0.04403286281963403,0.005799258457675149,0.011823857823707096,0.06336276788880446
2024-08-16,0.005918383863149801,-0.002984395462729106,0.01029139975212301,-0.006080326271232228,0.009246267550119258
2024-08-19,-0.0007078256491043211,0.006551472258579993,0.022766298274134344,0.007312235370944942,0.030538618603692225
2024-08-20,0.0027446991508923713,0.003703308593809629,0.0030598995129995643,0.007757558692572664,-0.007273684933137958
2024-08-21,-0.00048567582102698736,0.006876093995775934,-0.007955350176597653,-0.0015536989412034963,0.009814554993405888
2024-08-22,-0.008259686050446802,-0.022097583221652117,-0.012360710135315367,-0.02025278816700604,-0.056478704568676985
